FID,lon,lat,uu01,vv01,speed,speed_1
3998,121.743744,44.12871,0.13,0.08,31.62353403,31.62353403
3999,121.93805,44.133167,0.12,0.08,33.70715562,33.70715562
4000,122.13225,44.137306,0.12,0.08,33.70715562,33.70715562
4001,122.32626,44.14114,0.12,0.07,30.27178367,30.27178367
4002,122.52013,44.144634,0.11,0.06,28.62497131,28.62497131
4003,122.71379,44.147835,0.1,0.06,30.9794618,30.9794618
4004,109.90109,44.095577,3.37,1.67,26.37403809,26.37403809
4005,110.098915,44.088917,3.9,1.52,21.30383095,21.30383095
4006,110.29541,44.08194,4.35,1.37,17.49029849,17.49029849
4007,110.49574,44.074646,4.34,1.12,14.47763364,14.47763364
4008,110.69324,44.067036,3.64,0.73,11.34595157,11.34595157
4009,110.89351,44.059116,2.36,0.43,10.33144715,10.33144715
4010,111.09325,44.050884,1.04,0.31,16.60652319,16.60652319
4011,111.292404,44.042336,0.41,0.23,29.30621918,29.30621918
4012,111.491745,44.033466,0.2,0.07,19.29983041,19.29983041
4013,111.69108,44.02428,0.1,0.02,11.31566904,11.31566904
4014,111.890205,44.014786,0.07,0.01,8.13422606,8.13422606
4015,112.08947,44.00497,0.06,0,0,0
4016,112.28884,43.994865,0.06,0,0,0
4017,112.48806,43.984432,0.08,0,0,0
4018,112.6873,43.97369,0.11,0.02,10.31007324,10.31007324
4019,112.88643,43.96263,0.26,0.02,4.400936442,4.400936442
4020,113.08547,43.951267,0.39,0.02,2.937162463,2.937162463
4021,113.28474,43.939587,0.29,0.01,1.975935726,1.975935726
4022,113.48375,43.9276,0.2,0.01,2.86385708,2.86385708
4023,113.68265,43.915302,0.16,0.02,7.128630261,7.128630261
4024,113.881516,43.902687,0.09,0.02,12.5351625,12.5351625
4025,114.080536,43.88977,0.05,0.02,21.81246748,21.81246748
4026,114.279335,43.876545,0.05,0.02,21.81246748,21.81246748
4027,114.47812,43.863014,0.05,0.02,21.81246748,21.81246748
4028,114.67689,43.849174,0.12,0,0,0
4029,114.87553,43.835014,0.12,0,0,0
4030,115.07409,43.820557,0.12,0,0,0
4031,115.27255,43.8058,0.11,0,0,0
4032,115.47103,43.79073,0.09,0,0,0
4033,115.669464,43.775352,0.06,0,0,0
4034,115.86779,43.75967,0.06,0,0,0
4035,116.065926,43.74369,0.06,0,0,0
4036,116.26407,43.727394,0.06,0,0,0
4037,116.46214,43.7108,0.06,0,0,0
4038,116.660126,43.693913,0.05,0.03,30.9794618,30.9794618
4039,116.8581,43.67671,0.04,0.03,36.88859859,36.88859859
4040,117.05586,43.659214,0.04,0.03,36.88859859,36.88859859
4041,117.25362,43.641415,0.03,0.04,53.15705071,53.15705071
4042,117.45117,43.62332,0.05,0.05,45.02282465,45.02282465
4043,117.648605,43.60491,0.06,0.05,39.82576106,39.82576106
4044,117.84603,43.58621,0.08,0.03,20.56647154,20.56647154
4045,118.04338,43.56721,0.1,0,0,0
4046,118.2406,43.547924,0.11,0,0,0
4047,118.437645,43.528324,0.12,0,0,0
4048,118.63466,43.50844,0.13,0,0,0
4049,118.83151,43.488247,0.14,0,0,0
4050,119.02836,43.467766,0.15,0,0,0
4051,119.22491,43.446987,0.15,0,0,0
4052,119.42142,43.425915,0.16,0,0,0
4053,119.6178,43.404556,0.17,0,0,0
4054,119.814064,43.3829,0.18,0.02,6.343407583,6.343407583
4055,120.01018,43.36095,0.2,0.02,5.713489633,5.713489633
4056,120.2062,43.33871,0.21,0.03,8.13422606,8.13422606
4057,120.40209,43.316185,0.2,0.04,11.31566904,11.31566904
4058,120.59783,43.29336,0.19,0.05,14.75104099,14.75104099
4059,120.793434,43.270256,0.19,0.07,20.23511777,20.23511777
4060,120.98888,43.246857,0.18,0.08,23.9746431,23.9746431
4061,121.184166,43.223175,0.17,0.09,27.91142093,27.91142093
4062,121.379364,43.19919,0.16,0.09,29.37264422,29.37264422
4063,121.76927,44.27164,0.14,0.1,35.55570302,35.55570302
4064,121.96404,44.276108,0.14,0.09,32.75183005,32.75183005
4065,122.15858,44.280273,0.13,0.09,34.71275142,34.71275142
4066,122.35297,44.284107,0.12,0.09,36.88859859,36.88859859
4067,122.547226,44.28763,0.11,0.08,36.04564699,36.04564699
4068,122.7414,44.290817,0.1,0.08,38.67941707,38.67941707
4069,109.89722,44.238388,3.82,2.06,28.35089361,28.35089361
4070,110.09487,44.231693,4.31,1.69,21.42157009,21.42157009
4071,110.29805,44.224697,4.35,1.42,18.08775685,18.08775685
4072,110.496925,44.217377,4.08,1.14,15.61890665,15.61890665
4073,110.69661,44.209732,3.04,0.77,14.22070132,14.22070132
4074,110.89613,44.201786,1.78,0.44,13.89171019,13.89171019
4075,111.09486,44.19352,0.76,0.31,22.20154413,22.20154413
4076,111.294975,44.18494,0.38,0.2,27.77262014,27.77262014
4077,111.49463,44.17604,0.19,0.05,14.75104099,14.75104099
4078,111.69478,44.166832,0.11,0.02,10.31007324,10.31007324
4079,111.89434,44.1573,0.09,0.02,12.5351625,12.5351625
4080,112.09396,44.147465,0.08,0,0,0
4081,112.293884,44.137306,0.09,0,0,0
4082,112.49348,44.12684,0.11,0.02,10.31007324,10.31007324
4083,112.69312,44.116055,0.19,0.02,6.012053813,6.012053813
4084,112.89293,44.104954,0.35,0.02,3.272146762,3.272146762
4085,113.09244,44.093548,0.4,0.02,2.86385708,2.86385708
4086,113.291885,44.081837,0.41,0.01,1.397889698,1.397889698
4087,113.49144,44.0698,0.37,0.02,3.09562741,3.09562741
4088,113.69088,44.057453,0.2,0.02,5.713489633,5.713489633
4089,113.89023,44.044804,0.07,0.02,15.95348364,15.95348364
4090,114.089554,44.031834,0.05,0.02,21.81246748,21.81246748
4091,114.288895,44.018562,0.05,0.02,21.81246748,21.81246748
4092,114.48804,44.004982,0.11,0,0,0
4093,114.6873,43.99108,0.11,0,0,0
4094,114.8864,43.976875,0.1,0,0,0
4095,115.08531,43.962376,0.08,0,0,0
4096,115.284355,43.94756,0.06,0,0,0
4097,115.48312,43.93244,0.05,0,0,0
4098,115.682,43.917004,0.05,0,0,0
4099,115.88077,43.901264,0.05,0,0,0
4100,116.07945,43.885227,0.05,0,0,0
4101,116.277985,43.868877,0.05,0.03,30.9794618,30.9794618
4102,116.47648,43.852222,0,0.04,90.04564931,90.04564931
4103,116.67486,43.835262,0,0.04,90.04564931,90.04564931
4104,116.873184,43.818012,0,0.04,90.04564931,90.04564931
4105,117.07144,43.80045,0.04,0.05,51.36623224,51.36623224
4106,117.26958,43.782585,0.06,0.07,49.4237611,49.4237611
4107,117.46756,43.764427,0.07,0.08,48.83883404,48.83883404
4108,117.6656,43.74595,0.09,0.07,37.89419439,37.89419439
4109,117.86343,43.72719,0.1,0.05,26.57852536,26.57852536
4110,118.06113,43.70812,0.12,0.03,14.04336285,14.04336285
4111,118.25881,43.68876,0.14,0,0,0
4112,118.45629,43.669094,0.14,0,0,0
4113,118.653656,43.64913,0.15,0,0,0
4114,118.85103,43.628872,0.16,0,0,0
4115,119.04814,43.60832,0.17,0,0,0
4116,119.245186,43.587467,0.17,0,0,0
4117,119.44214,43.566322,0.18,0,0,0
4118,119.63895,43.544884,0.21,0.03,8.13422606,8.13422606
4119,119.83564,43.52315,0.23,0.04,9.870811024,9.870811024
4120,120.03222,43.50113,0.23,0.04,9.870811024,9.870811024
4121,120.22858,43.47881,0.23,0.06,14.62828991,14.62828991
4122,120.424934,43.4562,0.22,0.08,19.99324224,19.99324224
4123,120.62111,43.433296,0.21,0.1,25.47626044,25.47626044
4124,120.81706,43.410103,0.2,0.11,28.825407,28.825407
4125,121.01291,43.38663,0.19,0.12,32.29201499,32.29201499
4126,121.20873,43.362858,0.17,0.13,37.42432917,37.42432917
4127,121.40426,43.338802,0.16,0.12,36.88859859,36.88859859
4128,121.59973,44.414536,0.15,0.11,36.27222621,36.27222621
4129,121.79496,44.41903,0.15,0.11,36.27222621,36.27222621
4130,121.9901,44.42319,0.14,0.12,40.62188821,40.62188821
4131,122.18509,44.427048,0.13,0.12,42.73105278,42.73105278
4132,122.37992,44.430584,0.11,0.11,45.02282465,45.02282465
4133,122.574585,44.43379,0.1,0.11,47.75051847,47.75051847
4134,122.76909,44.436684,0.09,0.11,50.73631429,50.73631429
4135,109.89346,44.37445,4.25,2.51,30.5811024,30.5811024
4136,110.10087,44.36742,4.45,1.99,24.10598493,24.10598493
4137,110.298706,44.360085,4.34,1.51,19.19385876,19.19385876
4138,110.49732,44.352413,3.59,1.15,17.77105192,17.77105192
4139,110.697174,44.344433,2.51,0.75,16.64483519,16.64483519
4140,110.89744,44.336136,1.38,0.44,17.69336181,17.69336181
4141,111.09789,44.327534,0.68,0.33,25.90015654,25.90015654
4142,111.29815,44.31859,0.36,0.14,21.26128407,21.26128407
4143,111.49855,44.30935,0.24,0.04,9.467121635,9.467121635
4144,111.69846,44.299786,0.14,0.02,8.13422606,8.13422606
4145,111.898575,44.289906,0.11,0.02,10.31007324,10.31007324
4146,112.0991,44.279713,0.11,0.02,10.31007324,10.31007324
4147,112.298996,44.26921,0.12,0.02,9.467121635,9.467121635
4148,112.49928,44.25839,0.16,0.02,7.128630261,7.128630261
4149,112.69914,44.247242,0.27,0.02,4.23854356,4.23854356
4150,112.899284,44.2358,0.39,0.02,2.937162463,2.937162463
4151,113.099396,44.224045,0.53,0.03,3.241343519,3.241343519
4152,113.29931,44.21197,0.64,0.03,2.685136409,2.685136409
4153,113.49928,44.199574,0.52,0.02,2.203715352,2.203715352
4154,113.69894,44.18687,0.2,0.02,5.713489633,5.713489633
4155,113.898834,44.17387,0.07,0.02,15.95348364,15.95348364
4156,114.098785,44.160538,0.05,0.02,21.81246748,21.81246748
4157,114.29838,44.146915,0.11,0,0,0
4158,114.49819,44.13296,0.1,0,0,0
4159,114.69774,44.11871,0.07,0,0,0
4160,114.89729,44.104156,0.05,0,0,0
4161,115.69468,44.042828,0,0.04,90.04564931,90.04564931
4162,115.89389,44.02673,0,0.05,90.04564931,90.04564931
4163,116.09301,44.01032,0,0.05,90.04564931,90.04564931
4164,116.29193,43.993603,0,0.04,90.04564931,90.04564931
4165,116.490875,43.97659,0,0.04,90.04564931,90.04564931
4166,116.68971,43.959267,0,0.05,90.04564931,90.04564931
4167,116.8885,43.94165,0.06,0.06,45.02282465,45.02282465
4168,117.08715,43.92372,0.07,0.07,45.02282465,45.02282465
4169,117.285706,43.905487,0.08,0.09,48.39099283,48.39099283
4170,117.48423,43.886955,0.1,0.09,42.00850902,42.00850902
4171,117.68259,43.86812,0.12,0.09,36.88859859,36.88859859
4172,117.88086,43.84899,0.14,0.08,29.75996833,29.75996833
4173,118.07901,43.829556,0.14,0.07,26.57852536,26.57852536
4174,118.277145,43.809822,0.14,0.06,23.21035718,23.21035718
4175,118.47508,43.789795,0.15,0.04,14.93899061,14.93899061
4176,118.67281,43.769455,0.16,0,0,0
4177,118.87054,43.748833,0.17,0,0,0
4178,119.06814,43.72791,0.17,0,0,0
4179,119.265656,43.706688,0.19,0.04,11.89468814,11.89468814
4180,119.46301,43.685177,0.21,0.06,15.95348364,15.95348364
4181,119.66024,43.663364,0.22,0.08,19.99324224,19.99324224
4182,119.85733,43.641262,0.23,0.09,21.38146176,21.38146176
4183,120.05433,43.618862,0.23,0.1,23.51048449,23.51048449
4184,120.25113,43.596172,0.23,0.12,27.56678676,27.56678676
4185,120.44782,43.573196,0.22,0.14,32.48766215,32.48766215
4186,120.64445,43.549923,0.2,0.16,38.67941707,38.67941707
4187,120.84091,43.52636,0.19,0.17,41.84138168,41.84138168
4188,121.03718,43.50251,0.17,0.18,46.66023179,46.66023179
4189,121.23323,43.47836,0.17,0.17,45.02282465,45.02282465
4190,121.62511,44.557404,0.15,0.15,45.02282465,45.02282465
4191,121.82082,44.561897,0.14,0.15,46.99876038,46.99876038
4192,122.016335,44.5661,0.13,0.14,47.1449969,47.1449969
4193,122.21175,44.56996,0.11,0.14,51.86906882,51.86906882
4194,122.407,44.5735,0.1,0.14,54.48994629,54.48994629
4195,122.602066,44.57672,0.09,0.13,55.33289789,55.33289789
4196,122.79695,44.579636,0.09,0.13,55.33289789,55.33289789
4197,109.89166,44.523907,4.22,3.4,38.8776578,38.8776578
4198,110.10087,44.517166,4.48,3.09,34.61282443,34.61282443
4199,110.29674,44.51012,4.41,2.42,28.7704886,28.7704886
4200,110.49772,44.50275,3.99,1.7,23.08886965,23.08886965
4201,110.69942,44.495056,3.08,1.18,20.97331241,20.97331241
4202,110.899185,44.48704,2.03,0.75,20.28744532,20.28744532
4203,111.10092,44.47872,1.21,0.46,20.82562367,20.82562367
4204,111.300705,44.470078,0.74,0.29,21.41066443,21.41066443
4205,111.50168,44.46111,0.41,0.1,13.71391337,13.71391337
4206,111.70261,44.45183,0.28,0.05,10.12980704,10.12980704
4207,111.903206,44.44223,0.17,0.03,10.01305599,10.01305599
4208,112.10394,44.43233,0.15,0.02,7.598495482,7.598495482
4209,112.30427,44.422092,0.15,0.02,7.598495482,7.598495482
4210,112.50491,44.41155,0.16,0.02,7.128630261,7.128630261
4211,112.70531,44.40068,0.19,0.02,6.012053813,6.012053813
4212,112.90576,44.389515,0.3,0.05,9.467121635,9.467121635
4213,113.10621,44.378014,0.47,0.05,6.075536445,6.075536445
4214,113.30672,44.36621,0.85,0.03,2.022390206,2.022390206
4215,113.5071,44.35409,0.85,0.03,2.022390206,2.022390206
4216,113.7074,44.341663,0.62,0.03,2.771620891,2.771620891
4217,113.90751,44.328926,0.2,0.02,5.713489633,5.713489633
4218,114.107895,44.315853,0.09,0.03,18.4442993,18.4442993
4219,114.308075,44.30249,0.1,0,0,0
4220,114.50824,44.2888,0.09,0,0,0
4221,114.70807,44.274815,0.05,0.04,38.67941707,38.67941707
4222,114.90824,44.260513,0,0.04,90.04564931,90.04564931
4223,115.10811,44.2459,0,0.04,90.04564931,90.04564931
4224,115.30796,44.230972,0,0.05,90.04564931,90.04564931
4225,115.50777,44.215736,0,0.05,90.04564931,90.04564931
4226,115.707436,44.2002,0,0.05,90.04564931,90.04564931
4227,115.906944,44.184345,0,0.04,90.04564931,90.04564931
4228,116.106606,44.168186,0,0.04,90.04564931,90.04564931
4229,116.306,44.151726,0,0.04,90.04564931,90.04564931
4230,116.505455,44.134953,0,0.05,90.04564931,90.04564931
4231,116.70467,44.117878,0.04,0.05,51.36623224,51.36623224
4232,116.90397,44.10049,0.06,0.06,45.02282465,45.02282465
4233,117.10297,44.08281,0.07,0.08,48.83883404,48.83883404
4234,117.30197,44.064816,0.08,0.1,51.36623224,51.36623224
4235,117.50091,44.046516,0.11,0.1,42.29513083,42.29513083
4236,117.69973,44.027924,0.13,0.11,40.25676677,40.25676677
4237,117.89842,44.00902,0.13,0.12,42.73105278,42.73105278
4238,118.097015,43.98982,0.13,0.13,45.02282465,45.02282465
4239,118.29546,43.970314,0.13,0.13,45.02282465,45.02282465
4240,118.49387,43.950516,0.14,0.12,40.62188821,40.62188821
4241,118.692154,43.93041,0.15,0.12,38.67941707,38.67941707
4242,118.89024,43.910004,0.15,0.12,38.67941707,38.67941707
4243,119.088356,43.889305,0.17,0.11,32.92193294,32.92193294
4244,119.28615,43.86831,0.19,0.12,32.29201499,32.29201499
4245,119.48401,43.847015,0.2,0.15,36.88859859,36.88859859
4246,119.68165,43.825417,0.2,0.17,40.38501005,40.38501005
4247,119.87919,43.803535,0.22,0.18,39.30933502,39.30933502
4248,120.076584,43.781353,0.22,0.19,40.83578588,40.83578588
4249,120.27384,43.758884,0.22,0.21,43.68992908,43.68992908
4250,120.47092,43.736107,0.21,0.23,47.62670691,47.62670691
4251,120.66792,43.713047,0.2,0.23,49.015762,49.015762
4252,120.86478,43.689693,0.19,0.22,49.20986343,49.20986343
4253,121.06152,43.666042,0.18,0.22,50.73631429,50.73631429
4254,121.258064,43.642113,0.17,0.21,51.03487847,51.03487847
4255,121.45448,43.617886,0.16,0.21,52.72277992,52.72277992
4256,121.65073,44.700237,0.15,0.21,54.48994629,54.48994629
4257,121.84684,44.70476,0.14,0.21,56.33849369,56.33849369
4258,122.0428,44.70896,0.13,0.2,57.00503157,57.00503157
4259,122.23855,44.712845,0.12,0.18,56.33849369,56.33849369
4260,122.43425,44.7164,0.11,0.17,57.12371637,57.12371637
4261,122.62968,44.719635,0.1,0.17,59.56465182,59.56465182
4262,122.82498,44.722538,0.1,0.16,58.0240325,58.0240325
4263,109.895325,44.659863,4.56,4.23,42.87170778,42.87170778
4264,110.09692,44.65279,4.53,3.64,38.80266298,38.80266298
4265,110.30002,44.645386,4.27,2.8,33.27123367,33.27123367
4266,110.49889,44.63767,3.52,1.85,27.73904972,27.73904972
4267,110.70053,44.629627,2.59,1.19,24.68937963,24.68937963
4268,110.90157,44.621273,1.73,0.76,23.72821865,23.72821865
4269,111.10305,44.6126,1.25,0.42,18.58176868,18.58176868
4270,111.304016,44.6036,0.81,0.23,15.85996848,15.85996848
4271,111.505066,44.594288,0.42,0.09,12.10089171,12.10089171
4272,111.70571,44.584652,0.29,0.06,11.69529819,11.69529819
4273,111.907524,44.5747,0.22,0.04,10.31007324,10.31007324
4274,112.1084,44.564438,0.19,0.04,11.89468814,11.89468814
4275,112.30927,44.553856,0.17,0.03,10.01305599,10.01305599
4276,112.510376,44.54295,0.15,0.03,11.31566904,11.31566904
4277,112.71145,44.53174,0.17,0.06,19.4498951,19.4498951
4278,112.91249,44.520214,0.34,0.05,8.370129423,8.370129423
4279,113.11339,44.508354,0.77,0.04,2.975239402,2.975239402
4280,113.314285,44.496193,1.11,0.04,2.064866528,2.064866528
4281,113.51497,44.483715,1.14,0.03,1.508200352,1.508200352
4282,113.71568,44.470924,0.65,0.03,2.643885631,2.643885631
4283,113.91642,44.457817,0.33,0.03,5.197063597,5.197063597
4284,114.117134,44.4444,0.09,0,0,0
4285,114.31789,44.43067,0.07,0,0,0
4286,114.51823,44.416622,0,0.04,90.04564931,90.04564931
4287,114.718834,44.40227,0,0.04,90.04564931,90.04564931
4288,114.91933,44.387608,0,0.05,90.04564931,90.04564931
4289,115.1196,44.37263,0,0.05,90.04564931,90.04564931
4290,115.31983,44.357346,0,0.05,90.04564931,90.04564931
4291,115.52003,44.341743,0,0.05,90.04564931,90.04564931
4292,115.72026,44.32583,0,0.04,90.04564931,90.04564931
4293,115.9204,44.309616,0,0.04,90.04564931,90.04564931
4294,116.12023,44.293095,0,0.05,90.04564931,90.04564931
4295,116.32019,44.276264,0,0.05,90.04564931,90.04564931
4296,116.52006,44.25912,0.04,0.05,51.36623224,51.36623224
4297,116.719635,44.241684,0.05,0.07,54.48994629,54.48994629
4298,116.91932,44.223923,0.06,0.09,56.33849369,56.33849369
4299,117.11891,44.20587,0.09,0.11,50.73631429,50.73631429
4300,117.31832,44.18752,0.12,0.12,45.02282465,45.02282465
4301,117.51766,44.16885,0.12,0.13,47.31459653,47.31459653
4302,117.71694,44.14988,0.12,0.14,49.4237611,49.4237611
4303,117.9161,44.13061,0.12,0.15,51.36623224,51.36623224
4304,118.11507,44.111034,0.12,0.16,53.15705071,53.15705071
4305,118.31402,44.091164,0.13,0.17,52.62132014,52.62132014
4306,118.51274,44.070988,0.13,0.17,52.62132014,52.62132014
4307,118.7115,44.050514,0.14,0.17,50.55316845,50.55316845
4308,118.91009,44.029736,0.16,0.19,49.924402,49.924402
4309,119.10853,44.008667,0.17,0.21,51.03487847,51.03487847
4310,119.30686,43.987293,0.17,0.25,55.81259247,55.81259247
4311,119.50511,43.965626,0.18,0.27,56.33849369,56.33849369
4312,119.703125,43.94366,0.2,0.29,55.43581491,55.43581491
4313,119.90114,43.921402,0.2,0.31,57.2004564,57.2004564
4314,120.098946,43.89884,0.19,0.34,60.83335387,60.83335387
4315,120.29662,43.87599,0.19,0.35,61.53555729,61.53555729
4316,120.494194,43.85285,0.19,0.35,61.53555729,61.53555729
4317,120.691605,43.829414,0.18,0.34,62.13422837,62.13422837
4318,120.888885,43.805695,0.18,0.31,59.88897561,59.88897561
4319,121.08593,43.781677,0.17,0.29,59.65111456,59.65111456
4320,121.28293,43.757355,0.17,0.28,58.76606019,58.76606019
4321,121.47977,44.843037,0.16,0.27,59.37943489,59.37943489
4322,121.67642,44.847584,0.15,0.26,60.04880282,60.04880282
4323,121.87299,44.85179,0.15,0.26,60.04880282,60.04880282
4324,122.06935,44.855698,0.13,0.25,62.55728225,62.55728225
4325,122.26556,44.85926,0.12,0.23,62.47886254,62.47886254
4326,122.461624,44.86251,0.11,0.21,62.3856515,62.3856515
4327,122.65745,44.86543,0.11,0.2,61.22024231,61.22024231
4328,109.89166,44.795418,4.61,5.04,47.57550719,47.57550719
4329,110.10087,44.787994,4.37,4.23,44.08971199,44.08971199
4330,110.30067,44.78024,3.8,2.97,38.02971386,38.02971386
4331,110.50163,44.772182,2.99,1.86,31.90082412,31.90082412
4332,110.702484,44.763794,2.17,1.18,28.55088432,28.55088432
4333,110.903305,44.755077,1.69,0.73,23.37390835,23.37390835
4334,111.105705,44.746048,1.25,0.38,16.91784844,16.91784844
4335,111.30716,44.736706,0.76,0.22,16.15252742,16.15252742
4336,111.50831,44.72704,0.42,0.13,17.20726457,17.20726457
4337,111.71018,44.717052,0.35,0.09,14.42808755,14.42808755
4338,111.91183,44.70675,0.22,0.08,19.99324224,19.99324224
4339,112.11322,44.69613,0.15,0.07,25.02958241,25.02958241
4340,112.31469,44.685184,0.14,0.05,19.66379276,19.66379276
4341,112.51607,44.67393,0.13,0.09,34.71275142,34.71275142
4342,112.71772,44.662354,0.2,0.07,19.29983041,19.29983041
4343,112.91893,44.650467,0.52,0.05,5.495110344,5.495110344
4344,113.12048,44.63826,1.3,0.05,2.203715352,2.203715352
4345,113.32178,44.625736,1.71,0.04,1.340687452,1.340687452
4346,113.52287,44.612896,1.36,0.04,1.685538814,1.685538814
4347,113.72415,44.599747,0.96,0.04,2.387154216,2.387154216
4348,113.92531,44.58628,0.06,0,0,0
4349,114.327446,44.558403,0,0.04,90.04564931,90.04564931
4350,114.52853,44.543987,0,0.04,90.04564931,90.04564931
4351,114.72941,44.529285,0,0.04,90.04564931,90.04564931
4352,114.93039,44.514244,0,0.04,90.04564931,90.04564931
4353,115.13107,44.498894,0,0.05,90.04564931,90.04564931
4354,115.3319,44.48325,0,0.04,90.04564931,90.04564931
4355,115.53251,44.467285,0,0.04,90.04564931,90.04564931
4356,115.7332,44.451015,0,0.04,90.04564931,90.04564931
4357,115.93366,44.434425,0,0.05,90.04564931,90.04564931
4358,116.13415,44.417534,0,0.05,90.04564931,90.04564931
4359,116.33444,44.400333,0,0.05,90.04564931,90.04564931
4360,116.53465,44.382828,0.04,0.07,60.28568097,60.28568097
4361,116.73488,44.365013,0.05,0.09,60.97630829,60.97630829
4362,116.934975,44.346893,0.1,0.11,47.75051847,47.75051847
4363,117.1349,44.32847,0.11,0.12,47.51364031,47.51364031
4364,117.33479,44.30974,0.11,0.14,51.86906882,51.86906882
4365,117.53451,44.29069,0.11,0.16,55.5196231,55.5196231
4366,117.73419,44.271362,0.1,0.17,59.56465182,59.56465182
4367,117.93385,44.251717,0.11,0.19,59.96181526,59.96181526
4368,118.13331,44.231773,0.11,0.2,61.22024231,61.22024231
4369,118.33261,44.211525,0.12,0.22,61.420678,61.420678
4370,118.53192,44.190983,0.13,0.24,61.58829402,61.58829402
